ObjectType,LookInfoKey,ObjectName,IsVariation,BaseObejctName,VariationFrom,Desc,Mesh,Material,Animset,PhysicAsset,ActionObject,PartsMesh_1,PartsMesh_2,PartsMesh_3,ParticleSystem
MN,EFDLChar_MN_REBH_00.MN_REBH_00,MN_REBH_00,False,MN_REBH_00,MN_REBH_00,베르하트,MN_REBH_00.Mesh.MN_REBH_00_SK,,,,,,,,
MN,EFDLChar_MN_REBM_00.MN_REBM_00,MN_REBM_00,False,MN_REBM_00,MN_REBM_00,디오리카바구미,MN_REBM_00.Mesh.MN_REBM_00_SK,,MN_REBM_00.Ani.MN_REBM_00_Ani,MN_REBM_00.Ani.MN_REBM_00_Physics,,,,,
MN,EFDLChar_MN_RECS_00.MN_RECS_00,MN_RECS_00,False,MN_RECS_00,MN_RECS_00,평원 까마귀,MN_RECS_00.Mesh.MN_RECS_00_SK,,MN_RECS_00.Ani.MN_RECS_00_Ani,MN_RECS_00.Ani.MN_RECS_00_Physics,,,,,
MN,EFDLChar_MN_REDG_00.MN_REDG_00,MN_REDG_00,False,MN_REDG_00,MN_REDG_00,단검암살자,MN_REDG_00.Mesh.MN_REDG_00_SK,MN_REDG_00.Mat.MN_REDG_00_MI,MN_REDG_00.Ani.MN_REDG_00_Ani,MN_REDG_00.Mesh.MN_REDG_00_Physics,,WP_MN_PTPG_00.Mesh.WP_MN_PTPG_00_SK,,,
MN,EFDLChar_MN_REDG_01.MN_REDG_01,MN_REDG_01,True,MN_REDG_00,MN_REDG_01,쌍검암살자,MN_REDG_00.Mesh.MN_REDG_00_SK,MN_REDG_01.Mat.MN_REDG_01_MI,MN_REDG_01.Ani.MN_REDG_01_Ani,MN_REDG_00.Mesh.MN_REDG_00_Physics,,WP_MN_ASDD_00.Mesh.WP_MN_ASDD_00_SK,WP_MN_ASDD_00.Mesh.WP_MN_ASDD_00_SK,,
MN,EFDLChar_MN_REDG_02.MN_REDG_02,MN_REDG_02,True,MN_REDG_00,MN_REDG_02,손쇠뇌암살자,MN_REDG_00.Mesh.MN_REDG_00_SK,MN_REDG_02.Mat.MN_REDG_02_MI,MN_REDG_02.Ani.MN_REDG_02_Ani,MN_REDG_00.Mesh.MN_REDG_00_Physics,,WP_MN_REDG_00.Mesh.WP_MN_REDG_00_SK,,,
MN,EFDLChar_MN_REDG_03.MN_REDG_03,MN_REDG_03,True,MN_REDG_00,MN_REDG_03,부상당한암살자,MN_REDG_00.Mesh.MN_REDG_00_SK,MN_REDG_03.Mat.MN_REDG_03_MI,MN_REDG_03.Ani.MN_REDG_03_Ani,MN_REDG_00.Mesh.MN_REDG_00_Physics,,,,,
MN,EFDLChar_MN_RELP_00.MN_RELP_00,MN_RELP_00,False,MN_RELP_00,MN_RELP_00,임프,MN_RELP_00.Mesh.MN_RELP_00_SK,MN_RELP_00.Mat.MN_RELP_00_MI,MN_RELP_00.Ani.MN_RELP_00_Ani,MN_RELP_00.Ani.MN_RELP_00_Physics,,,,,
MN,EFDLChar_MN_RELP_00-1.MN_RELP_00-1,MN_RELP_00-1,True,MN_RELP_00,MN_RELP_00,임프-1 불타는 임프,MN_RELP_00.Mesh.MN_RELP_00_SK,MN_RELP_00-1.Mat.MN_RELP_00-1_MI,MN_RELP_00.Ani.MN_RELP_00_Ani,MN_RELP_00.Ani.MN_RELP_00_Physics,,,,,FX_MN_03.Par_H_RELP_00_1_Fire_01
MN,EFDLChar_MN_RELP_01.MN_RELP_01,MN_RELP_01,True,MN_RELP_00,MN_RELP_01,임프_1 마법사 임프,MN_RELP_00.Mesh.MN_RELP_00_SK,MN_RELP_01.Mat.MN_RELP_01_MI,MN_RELP_01.Ani.MN_RELP_01_Ani,MN_RELP_00.Ani.MN_RELP_00_Physics,,MN_RELP_01.Mesh.WP_MN_RELP_01_SK,,,
MN,EFDLChar_MN_REMK_00.MN_REMK_00,MN_REMK_00,False,MN_REMK_00,MN_REMK_00,망령의 기사,MN_REMK_00.Mesh.MN_REMK_00_SK,MN_REMK_00.Mat.MN_REMK_00_MI,MN_REMK_00.Ani.MN_REMK_00_Ani,MN_REMK_00.Mesh.MN_REMK_00_Physics,,WP_MN_REMK_00.Mesh.WP_MN_REMK_00_SK,,,
MN,EFDLChar_MN_REMM_00.MN_REMM_00,MN_REMM_00,False,MN_REMM_00,MN_REMM_00,미믹,MN_REMM_00.Mesh.MN_REMM_00_Sk,MN_REMM_00.Mat.MN_REMM_00_MI,MN_REMM_00.Ani.MN_REMM_00_Ani,MN_REMM_00.Ani.MN_REMM_00_Physics,,,,,
MN,EFDLChar_MN_REMN_00.MN_REMN_00,MN_REMN_00,False,MN_REMN_00,MN_REMN_00,마네스,MN_REMN_00.Mesh.MN_REMN_00_SK,MN_REMN_00.Mat.MN_REMN_00_MI,MN_REMN_00.Ani.MN_REMN_00_Ani,MN_REMN_00.Mesh.MN_REMN_00_Physics,,WP_MN_REMN_00.Mesh.WP_MN_REMN_00_SK,,,
MN,EFDLChar_MN_REMP_00.MN_REMP_00,MN_REMP_00,False,MN_REMP_00,MN_REMP_00,모르페오,MN_REMP_00.Mesh.MN_REMP_00_SK,,,,,MN_Head_FE03_007.Mesh.MN_Head_FE03_007_SK,,,
MN,EFDLChar_MN_REMP_01.MN_REMP_01,MN_REMP_01,True,MN_REMP_00,MN_REMP_01,보상여2,MN_REMP_00.Mesh.MN_REMP_00_SK,MN_REMP_01.Mat.MN_REMP_01_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_007.Mesh.MN_Head_FE03_007_SK,,,
MN,EFDLChar_MN_REMP_02.MN_REMP_02,MN_REMP_02,True,MN_REMP_00,MN_REMP_02,마야,MN_REMP_00.Mesh.MN_REMP_00_SK,MN_REMP_02.Mat.MN_REMP_02_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,WP_NP_LPNE_00-1.Mesh.WP_NP_LPNE_00-1_SK,MN_Head_FE03_007.Mesh.MN_Head_FE03_007_SK,,
MN,EFDLChar_MN_REMT_00.MN_REMT_00,MN_REMT_00,False,MN_REMT_00,MN_REMT_00,갈기호랑이,MN_REMT_00.Mesh.MN_REMT_00_SK,,MN_REMT_00.Ani.MN_REMT_00_Ani,MN_REMT_00.Mesh.MN_REMT_00_Physics,,,,,
MN,EFDLChar_MN_REMT_00-1.MN_REMT_00-1,MN_REMT_00-1,True,MN_REMT_00,MN_REMT_00,고원호랑이,MN_REMT_00.Mesh.MN_REMT_00_SK,MN_REMT_00-1.Mat.MN_REMT_00-1_MI,MN_REMT_00.Ani.MN_REMT_00_Ani,MN_REMT_00.Mesh.MN_REMT_00_Physics,,,,,
MN,EFDLChar_MN_REPC_00.MN_REPC_00,MN_REPC_00,False,MN_REPC_00,MN_REPC_00,흰수염순록,MN_REPC_00.Mesh.MN_REPC_00_SK,,MN_REPC_00.Ani.MN_REPC_00_Ani,MN_REPC_00.Mesh.MN_REPC_00_Physics,,,,,
MN,EFDLChar_MN_REPC_00-1.MN_REPC_00-1,MN_REPC_00-1,True,MN_REPC_00,MN_REPC_00,외뿔고원순록,MN_REPC_00.Mesh.MN_REPC_00_SK,MN_REPC_00-1.Mat.MN_REPC_00-1_MI,MN_REPC_00.Ani.MN_REPC_00_Ani,MN_REPC_00.Mesh.MN_REPC_00_Physics,,,,,
MN,EFDLChar_MN_REPC_00-2.MN_REPC_00-2,MN_REPC_00-2,True,MN_REPC_00,MN_REPC_00,고원순록,MN_REPC_00.Mesh.MN_REPC_00_SK,MN_REPC_00-2.Mat.MN_REPC_00-2_MI,MN_REPC_00.Ani.MN_REPC_00_Ani,MN_REPC_00.Mesh.MN_REPC_00_Physics,,,,,
MN,EFDLChar_MN_REPG_00.MN_REPG_00,MN_REPG_00,False,MN_REPG_00,MN_REPG_00,돼지,PR_DPCR_01.Mesh.PR_DPCR_01,,PR_DPCR_01.Ani.PR_DPCR_01_ANi,PR_DPCR_01.Ani.PR_DPCR_01_Physics,,,,,
MN,EFDLChar_MN_REPR_00.MN_REPR_00,MN_REPR_00,False,MN_REPR_00,MN_REPR_00,피거렛,MN_REPR_00.Mesh.MN_REPR_00_SK,MN_REPR_00.Mat.MN_REPR_00_MI,MN_REPR_00.Ani.MN_REPR_00_Ani,MN_REPR_00.Ani.MN_REPR_00_Physics,,,,,
MN,EFDLChar_MN_REPR_00-1.MN_REPR_00-1,MN_REPR_00-1,True,MN_REPR_00,MN_REPR_00,새끼 피거렛,MN_REPR_00.Mesh.MN_REPR_00_SK,mn_repr_00-1.Mat.MN_REPR_00-1_MI,MN_REPR_00.Ani.MN_REPR_00_Ani,MN_REPR_00.Ani.MN_REPR_00_Physics,,,,,
MN,EFDLChar_MN_REPR_00-2.MN_REPR_00-2,MN_REPR_00-2,True,MN_REPR_00,MN_REPR_00,어미 피거렛,MN_REPR_00.Mesh.MN_REPR_00_SK,mn_repr_00-2.Mat.MN_REPR_00-2_MI,MN_REPR_00.Ani.MN_REPR_00_Ani,MN_REPR_00.Ani.MN_REPR_00_Physics,,,,,
MN,EFDLChar_MN_REPR_00-3.MN_REPR_00-3,MN_REPR_00-3,True,MN_REPR_00,MN_REPR_00,피거렛-3 광기에 물든 피거렛,MN_REPR_00.Mesh.MN_REPR_00_SK,mn_repr_00-3.Mat.MN_REPR_00-3_MI,MN_REPR_00.Ani.MN_REPR_00_Ani,MN_REPR_00.Ani.MN_REPR_00_Physics,,,,,FX_MN_03.Par_G_REPRAura_001
MN,EFDLChar_MN_REPR_00-4.MN_REPR_00-4,MN_REPR_00-4,True,MN_REPR_00,MN_REPR_00,피거렛-4 광기에 물든 새끼 피거렛,MN_REPR_00.Mesh.MN_REPR_00_SK,mn_repr_00-4.Mat.MN_REPR_00-4_MI,MN_REPR_00.Ani.MN_REPR_00_Ani,MN_REPR_00.Ani.MN_REPR_00_Physics,,,,,FX_MN_03.Par_G_REPRAura_001
MN,EFDLChar_MN_REUP_00.MN_REUP_00,MN_REUP_00,False,MN_REUP_00,MN_REUP_00,광대,MN_REUP_00.Mesh.MN_REUP_00_SK,,MN_REUP_00.Ani.MN_REUP_00_Ani,MN_REUP_00.Ani.MN_REUP_00_Physics,,WP_MN_PTPG_00.Mesh.WP_MN_PTPG_00_SK,,,
MN,EFDLChar_MN_REUP_00-1.MN_REUP_00-1,MN_REUP_00-1,True,MN_REUP_00,MN_REUP_00,춤추는 광대,MN_REUP_00.Mesh.MN_REUP_00_SK,,,,,,,,
MN,EFDLChar_MN_REUP_01.MN_REUP_01,MN_REUP_01,True,MN_REUP_00,MN_REUP_01,나팔부는 광대,MN_REUP_00.Mesh.MN_REUP_00_SK,MN_REUP_01.Mat.MN_REUP_01_MI,MN_REUP_01.Ani.MN_REUP_01_Ani,MN_REUP_00.Ani.MN_REUP_00_Physics,,WP_MN_REUP_01.Mesh.WP_MN_REUP_01_SK,,,
MN,EFDLChar_MN_REUP_02.MN_REUP_02,MN_REUP_02,True,MN_REUP_00,MN_REUP_02,춤추는 광대,MN_REUP_00.Mesh.MN_REUP_00_SK,MN_REUP_02.Mat.MN_REUP_02_MI,MN_REUP_02.Ani.MN_REUP_02_Ani,MN_REUP_00.Ani.MN_REUP_00_Physics,,MN_REUP_02.Mesh.WP_MN_REUP_02_SK,MN_REUP_02.Mesh.WP_MN_REUP_02_SK,,
MN,EFDLChar_MN_REWB_00.MN_REWB_00,MN_REWB_00,False,MN_REWB_00,MN_REWB_00,엄니 멧돼지,MN_REWB_00.Mesh.MN_REWB_00_SK,,MN_REWB_00.Ani.MN_REWB_00_Ani,MN_REWB_00.Mesh.MN_REWB_00_Physics,,,,,
MN,EFDLChar_MN_REWB_00-1.MN_REWB_00-1,MN_REWB_00-1,True,MN_REWB_00,MN_REWB_00,고원 멧돼지,MN_REWB_00.Mesh.MN_REWB_00_SK,mn_rewb_00-1.Mat.MN_REWB_00-1_MI,MN_REWB_00.Ani.MN_REWB_00_Ani,MN_REWB_00.Mesh.MN_REWB_00_Physics,,,,,
MN,EFDLChar_MN_REWB_00-2.MN_REWB_00-2,MN_REWB_00-2,True,MN_REWB_00,MN_REWB_00,엄니 멧돼지-2 바위멧돼지,MN_REWB_00.Mesh.MN_REWB_00_SK,mn_rewb_00-2.Mat.MN_REWB_00-2_MI,MN_REWB_00.Ani.MN_REWB_00_Ani,MN_REWB_00.Mesh.MN_REWB_00_Physics,,,,,
MN,EFDLChar_MN_RHAT_00.MN_RHAT_00,MN_RHAT_00,False,MN_RHAT_00,MN_RHAT_00,심해촉수,MN_RHAT_00.Mesh.MN_RHAT_00_SK,,,,,,,,
MN,EFDLChar_MN_RHAT_00-1.MN_RHAT_00-1,MN_RHAT_00-1,True,MN_RHAT_00,MN_RHAT_00,심해촉수-1 악마촉수,MN_RHAT_00.Mesh.MN_RHAT_00_SK,MN_RHAT_00-1.Mat.MN_RHAT_00-1_eye_MI,,,,,,,
MN,EFDLCHAR_MN_RHAW_00.MN_RHAW_00,MN_RHAW_00,False,MN_RHAW_00,MN_RHAW_00,붉은눈알호 사술사,MN_RHAW_00.Mesh.MN_RHAW_00_SK,,,,,,,,
MN,EFDLChar_MN_RHAW_00-1.MN_RHAW_00-1,MN_RHAW_00-1,True,MN_RHAW_00,MN_RHAW_00,붉은고래호 사술사,MN_RHAW_00.Mesh.MN_RHAW_00_SK,MN_RHAW_00.Mat.MN_RHAW_00-1_MI,,,,,,,
MN,EFDLChar_MN_RHAW_00-2.MN_RHAW_00-2,MN_RHAW_00-2,True,MN_RHAW_00,MN_RHAW_00,붉은발톱호 사술사 ,MN_RHAW_00.Mesh.MN_RHAW_00_SK,MN_RHAW_00.Mat.MN_RHAW_00-2_MI,,,,,,,
MN,EFDLChar_MN_RHFF_00.MN_RHFF_00,MN_RHFF_00,False,MN_RHFF_00,MN_RHFF_00,어인해적,MN_RHFF_00.Mesh.MN_RHFF_00_SK,,,,,,,,
MN,EFDLChar_MN_RHFF_00-1.MN_RHFF_00-1,MN_RHFF_00-1,True,MN_RHFF_00,MN_RHFF_00,어인해적 해적단,MN_RHFF_00.Mesh.MN_RHFF_00_SK,MN_RHFF_00.Mat.MN_RHFF_00-1_MI,,,,,,,
MN,EFDLChar_MN_RHFF_01.MN_RHFF_01,MN_RHFF_01,True,MN_RHFF_00,MN_RHFF_01,어인해적 약탈자,MN_RHFF_00.Mesh.MN_RHFF_00_SK,MN_RHFF_00.Mat.MN_RHFF_01_MI,,,,,,,
MN,EFDLChar_MN_RHFF_02.MN_RHFF_02,MN_RHFF_02,True,MN_RHFF_00,MN_RHFF_02,어인해적 소총수,MN_RHFF_00.Mesh.MN_RHFF_00_SK,MN_RHFF_00.Mat.MN_RHFF_02_MI,,,,,,,
MN,EFDLChar_MN_RHFF_03.MN_RHFF_03,MN_RHFF_03,True,MN_RHFF_00,MN_RHFF_03,어인해적 무법자,MN_RHFF_00.Mesh.MN_RHFF_00_SK,MN_RHFF_00.Mat.MN_RHFF_03_MI,,,,,,,
MN,EFDLChar_MN_RHFF_04.MN_RHFF_04,MN_RHFF_04,True,MN_RHFF_00,MN_RHFF_04,어인해적 세티노 ,MN_RHFF_00.Mesh.MN_RHFF_00_SK,MN_RHFF_00.Mat.MN_RHFF_04_MI,,,,,,,
MN,EFDLChar_MN_RHKP_00.MN_RHKP_00,MN_RHKP_00,False,MN_RHKP_00,MN_RHKP_00,핏빛칼날호 선장,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_00_MI,,,,,,,
MN,EFDLChar_MN_RHKP_01.MN_RHKP_01,MN_RHKP_01,True,MN_RHKP_00,MN_RHKP_01,핏빛칼날호 선원 정예병,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_01_MI,,,,,,,
MN,EFDLChar_MN_RHKP_01-1.MN_RHKP_01-1,MN_RHKP_01-1,True,MN_RHKP_00,MN_RHKP_01,붉은고래해적 정예병,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_01-1_MI,,,,,,,
MN,EFDLChar_MN_RHKP_01-2.MN_RHKP_01-2,MN_RHKP_01-2,True,MN_RHKP_00,MN_RHKP_01,붉은발톱호 정예병,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_01-2_MI,,,,,,,
MN,EFDLChar_MN_RHKP_01-3.MN_RHKP_01-3,MN_RHKP_01-3,True,MN_RHKP_00,MN_RHKP_01,붉은점호 정예병,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_01-3_MI,,,,,,,
MN,EFDLChar_MN_RHKP_02.MN_RHKP_02,MN_RHKP_02,True,MN_RHKP_00,MN_RHKP_02,붉은고래해적 포격수,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_02_MI,,,,,,,
MN,EFDLChar_MN_RHKP_02-1.MN_RHKP_02-1,MN_RHKP_02-1,True,MN_RHKP_00,MN_RHKP_02,붉은안개호 부선장,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_02-1_MI,,,,,,,
MN,EFDLChar_MN_RHKP_03.MN_RHKP_03,MN_RHKP_03,True,MN_RHKP_00,MN_RHKP_03,붉은안개호 일등항해사,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_03_MI,,,,,,,
MN,EFDLChar_MN_RHKP_04.MN_RHKP_04,MN_RHKP_04,True,MN_RHKP_00,MN_RHKP_04,붉은발톱호 배급관,MN_RHKP_00.Mesh.MN_RHKP_00_SK,MN_RHKP_00.Mat.MN_RHKP_04_MI,,,,,,,
MN,EFDLCHAR_MN_RHWA_00.MN_RHWA_00,MN_RHWA_00,False,MN_RHWA_00,MN_RHWA_00,붉은눈알호,MN_RHAW_00.Mesh.MN_RHAW_00_SK,,,,,,,,
MN,EFDLChar_MN_RHWA_00-1.MN_RHWA_00-1,MN_RHWA_00-1,True,MN_RHWA_00,MN_RHWA_00,붉은고래호,MN_RHAW_00.Mesh.MN_RHAW_00_SK,MN_RHAW_00.Mat.MN_RHAW_00-1_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_00.MN_RHWPR_00,MN_RHWPR_00,False,MN_RHWPR_00,MN_RHWPR_00,붉은발톱호_00 붉은발톱호 선원 무법자,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_00.Mat.MN_RHWPR_00_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_00-1.MN_RHWPR_00-1,MN_RHWPR_00-1,True,MN_RHWPR_00,MN_RHWPR_00,붉은발톱호_00-1 붉은점호 약탈자,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_00-1.Mat.MN_RHWPR_00-1_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_00-2.MN_RHWPR_00-2,MN_RHWPR_00-2,True,MN_RHWPR_00,MN_RHWPR_00,붉은발톱호_00-2 붉은눈알호 약탈자,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_00-2.Mat.MN_RHWPR_00-2_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_01.MN_RHWPR_01,MN_RHWPR_01,True,MN_RHWPR_00,MN_RHWPR_01,붉은발톱호_01 붉은발톱호 선원 탐색꾼,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_01.Mat.MN_RHWPR_01_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_01-1.MN_RHWPR_01-1,MN_RHWPR_01-1,True,MN_RHWPR_00,MN_RHWPR_01,붉은발톱호_01-1 붉은눈알호 탐색꾼,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_01-1.Mat.MN_RHWPR_01-1_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_02.MN_RHWPR_02,MN_RHWPR_02,True,MN_RHWPR_00,MN_RHWPR_02,붉은발톱호_02 붉은발톱호 항해사,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_02.Mat.MN_RHWPR_02_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_03.MN_RHWPR_03,MN_RHWPR_03,True,MN_RHWPR_00,MN_RHWPR_03,붉은눈알호_03 붉은눈알호 무법자,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_03.Mat.MN_RHWPR_03_MI,,,,,,,
MN,EFDLChar_MN_RHWPR_04.MN_RHWPR_04,MN_RHWPR_04,True,MN_RHWPR_00,MN_RHWPR_04,붉은눈알호_04 붉은눈알호 소총수,MN_RHWPR_00.Mesh.MN_RHWPR_00_SK,MN_RHWPR_04.Mat.MN_RHWPR_04_MI,,,,,,,
MN,EFDLChar_MN_RHWPS_00.MN_RHWPS_00,MN_RHWPS_00,False,MN_RHWPS_00,MN_RHWPS_00,핏빛칼날호 _00 기억잃은 조난자,MN_RHWPS_00.Mesh.MN_RHWPS_00_SK,MN_RHWPS_00.Mat.MN_RHWPS_00_MI,,,,,,,
MN,EFDLChar_MN_RHWPS_01.MN_RHWPS_01,MN_RHWPS_01,True,MN_RHWPS_00,MN_RHWPS_01,핏빛칼날호 _01 핏빛칼날호 선원 탐색꾼,MN_RHWPS_00.Mesh.MN_RHWPS_00_SK,MN_RHWPS_01.Mat.MN_RHWPS_01_MI,,,,,,,
MN,EFDLChar_MN_RHWPS_01-1.MN_RHWPS_01-1,MN_RHWPS_01-1,True,MN_RHWPS_00,MN_RHWPS_01,핏빛칼날호 _01-1 핏빛칼날호 항해장,MN_RHWPS_00.Mesh.MN_RHWPS_00_SK,MN_RHWPS_01-1.Mat.MN_RHWPS_01-1_MI,,,,,,,
MN,EFDLChar_MN_RHWPS_02.MN_RHWPS_02,MN_RHWPS_02,True,MN_RHWPS_00,MN_RHWPS_02,핏빛칼날호 _02 핏빛칼날호 선원 약탈자,MN_RHWPS_00.Mesh.MN_RHWPS_00_SK,MN_RHWPS_02.Mat.MN_RHWPS_02_MI,,,,,,,
MN,EFDLChar_MN_RHWPS_03.MN_RHWPS_03,MN_RHWPS_03,True,MN_RHWPS_00,MN_RHWPS_03,핏빛칼날호 _03 핏빛칼날호 돌격대장,MN_RHWPS_00.Mesh.MN_RHWPS_00_SK,MN_RHWPS_03.Mat.MN_RHWPS_03_MI,,,,,,,
MN,EFDLChar_MN_RHWP_00.MN_RHWP_00,MN_RHWP_00,False,MN_RHWP_00,MN_RHWP_00,붉은고래해적_00 붉은고래 해적남,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_00.Mat.MN_RHWP_00_MI,,,,,,,
MN,EFDLChar_MN_RHWP_01.MN_RHWP_01,MN_RHWP_01,True,MN_RHWP_00,MN_RHWP_01,붉은고래해적_01 붉은고래 해적 탐색꾼,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_01.Mat.MN_RHWP_01_MI,,,,,,,
MN,EFDLChar_MN_RHWP_01-1.MN_RHWP_01-1,MN_RHWP_01-1,True,MN_RHWP_00,MN_RHWP_01,붉은고래해적_01-1 붉은 안개호 갑판장,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_01-1.Mat.MN_RHWP_01-1_MI,,,,,,,
MN,EFDLChar_MN_RHWP_02.MN_RHWP_02,MN_RHWP_02,True,MN_RHWP_00,MN_RHWP_02,붉은고래해적_02 붉은고래 해적 약탈자,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_02.Mat.MN_RHWP_02_MI,,,,,,,
MN,EFDLChar_MN_RHWP_03.MN_RHWP_03,MN_RHWP_03,True,MN_RHWP_00,MN_RHWP_03,붉은고래해적_03 붉은고래 해적 무법자,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_03.Mat.MN_RHWP_03_MI,,,,,,,
MN,EFDLChar_MN_RHWP_03-1.MN_RHWP_03-1,MN_RHWP_03-1,True,MN_RHWP_00,MN_RHWP_03,붉은고래해적_03-1 붉은안개호 선원(칼),MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_03-1.Mat.MN_RHWP_03-1_MI,,,,,,,
MN,EFDLChar_MN_RHWP_04.MN_RHWP_04,MN_RHWP_04,True,MN_RHWP_00,MN_RHWP_04,붉은고래해적_04 붉은고래 해적 소총수,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_04.Mat.MN_RHWP_04_MI,,,,,,,
MN,EFDLChar_MN_RHWP_04-1.MN_RHWP_04-1,MN_RHWP_04-1,True,MN_RHWP_00,MN_RHWP_04,붉은고래해적_04-1 붉은안개호 선원(총),MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_04-1.Mat.MN_RHWP_04-1_MI,,,,,,,
MN,EFDLChar_MN_RHWP_05.MN_RHWP_05,MN_RHWP_05,True,MN_RHWP_00,MN_RHWP_05,붉은고래해적_05 붉은고래  해적선원,MN_RHWP_00.Mesh.MN_RHWP_00_SK,MN_RHWP_05.Mat.MN_RHWP_05_MI,,,,,,,
MN,EFDLChar_MN_RPAP_00.MN_RPAP_00,MN_RPAP_00,False,MN_RPAP_00,MN_RPAP_00,알리페르,MN_RPAP_00.Mesh.MN_RPAP_00_SK,,mn_rpap_00.Ani.MN_RPAP_00_Ani,mn_rpap_00.Mesh.MN_RPAP_00_Physics,,,,,
MN,EFDLChar_MN_RPAR_00.MN_RPAR_00,MN_RPAR_00,False,MN_RPAR_00,MN_RPAR_00,아가루스,MN_RPAR_00.Mesh.MN_RPAR_00_SK,,MN_RAET_00.Ani.MN_RAET_00_Ani,MN_RAET_00.Ani.MN_RAET_00_Physics,,,,,
MN,EFDLChar_MN_RPBC_00.MN_RPBC_00,MN_RPBC_00,False,MN_RPBC_00,MN_RPBC_00,부룩,MN_RPBC_00.Mesh.MN_RPBC_00_SK,,MN_RPBC_00.Ani.MN_RPBC_00_Ani,MN_RPBC_00.Mesh.MN_RPBC_00_Physics,,,,,
mn,efdlchar_MN_RPBF_00.mn_rpbf_00,mn_rpbf_00,False,mn_rpbf_00,mn_rpbf_00,발탄,mn_rpbf_00.Mesh.MN_RPBF_00_SK,,,,,,,,
MN,EFDLChar_MN_RPBS_00.MN_RPBS_00,MN_RPBS_00,False,MN_RPBS_00,MN_RPBS_00,붉은 손 검사,MN_RPBS_00.Mesh.MN_RPBS_00_SK,MN_RPBS_00.Mat.MN_RPBS_00_MI,MN_RPBS_00.Ani.MN_RPBS_00_Ani,MN_RPBS_00.Mesh.MN_RPBS_00_Physics,,WP_CMSW_01.Mesh.WP_CMSW_01_SK,WP_MN_RPBS_00.Mesh.WP_MN_RPBS_00_SK,,
MN,EFDLChar_MN_RPBS_01.MN_RPBS_01,MN_RPBS_01,True,MN_RPBS_00,MN_RPBS_01,붉은 손 검사_1 창병,MN_RPBS_00.Mesh.MN_RPBS_00_SK,MN_RPBS_01.Mat.MN_RPBS_01_MI,MN_RPBS_01.Ani.MN_RPBS_01_Ani,MN_RPBS_00.Mesh.MN_RPBS_00_Physics,,WP_CMSP_01.Mesh.WP_CMSP_01_SK,,,
MN,EFDLChar_MN_RPBS_02.MN_RPBS_02,MN_RPBS_02,True,MN_RPBS_00,MN_RPBS_02,붉은 손 검사_2 마법사,MN_RPBS_02.Mesh.MN_RPBS_02_SK,,MN_RPBS_02.Ani.MN_RPBS_02_Ani,MN_RPBS_02.Mesh.MN_RPBS_02_Physics,,WP_MN_RPBS_02.Mesh.WP_MN_RPBS_02_SK,,,
