Key,Group,Data
tip.name.enum_actorclass_npc_digit,\공통,[New!]
tip.name.enum_actorclass_projectile,\공통,[New!]
tip.name.enum_actorclass_prop,\공통,[New!]
tip.name.enum_actorclass_tower,\공통,[New!]
tip.name.enum_actorclass_trap,\공통,[New!]
tip.name.enum_actorclass_vehicle,\공통,[New!]
tip.name.enum_addontype_ability_point,\공통,[New!]
tip.name.enum_addontype_combat_effect,\공통,[New!]
tip.name.enum_addontype_cooldown_reduction,\공통,재사용 대기 시간
tip.name.enum_addontype_mana_reduction,\공통,마나 감소
tip.name.enum_addontype_none,\공통,[New!]
tip.name.enum_addontype_npc_attr_critical_damage,\공통,[New!]
tip.name.enum_addontype_npc_attr_critical_ratio,\공통,[New!]
tip.name.enum_addontype_npc_attr_damage,\공통,[New!]
tip.name.enum_addontype_npc_attr_penetration,\공통,[New!]
tip.name.enum_addontype_npc_grade_greater_critical_damage,\공통,[New!]
tip.name.enum_addontype_npc_grade_greater_critical_ratio,\공통,[New!]
tip.name.enum_addontype_npc_grade_greater_damage,\공통,[New!]
tip.name.enum_addontype_npc_grade_greater_penetration,\공통,[New!]
tip.name.enum_addontype_npc_grade_less_critical_damage,\공통,[New!]
tip.name.enum_addontype_npc_grade_less_critical_ratio,\공통,[New!]
tip.name.enum_addontype_npc_grade_less_damage,\공통,[New!]
tip.name.enum_addontype_npc_grade_less_penetration,\공통,[New!]
tip.name.enum_addontype_npc_species_critical_damage,\공통,[New!]
tip.name.enum_addontype_npc_species_critical_ratio,\공통,[New!]
tip.name.enum_addontype_npc_species_damage,\공통,[New!]
tip.name.enum_addontype_npc_species_penetration,\공통,[New!]
tip.name.enum_addontype_skill_cooldown_reduction,\공통,[New!]
tip.name.enum_addontype_skill_critical_damage,\공통,스킬 극대화 피해
tip.name.enum_addontype_skill_critical_ratio,\공통,스킬 극대화 확률
tip.name.enum_addontype_skill_damage,\공통,스킬 피해
tip.name.enum_addontype_skill_mana_reduction,\공통,[New!]
tip.name.enum_addontype_skill_penetration,\공통,스킬 관통
tip.name.enum_addontype_slot,\공통,홈
tip.name.enum_addontype_stat,\공통,[New!]
tip.name.enum_adminplayercolosseumrecordoptype_query,\공통,[New!]
tip.name.enum_adminplayercolosseumrecordoptype_reset,\공통,[New!]
tip.name.enum_adminplayercolosseumrecordoptype_update,\공통,[New!]
tip.name.enum_affinitytype_all,\공통,[New!]
tip.name.enum_affinitytype_all_without_self,\공통,[New!]
tip.name.enum_affinitytype_ally,\공통,[New!]
tip.name.enum_affinitytype_enemy,\공통,[New!]
tip.name.enum_affinitytype_none,\공통,[New!]
tip.name.enum_affinitytype_party,\공통,[New!]
tip.name.enum_affinitytype_party_without_self,\공통,[New!]
tip.name.enum_affinitytype_self,\공통,[New!]
tip.name.enum_aimovemood_run,\공통,[New!]
tip.name.enum_aimovemood_speed,\공통,[New!]
tip.name.enum_aimovemood_stop,\공통,[New!]
tip.name.enum_aimovemood_walk,\공통,[New!]
tip.name.enum_arenaevent_finish,\공통,[New!]
tip.name.enum_arenaevent_start,\공통,[New!]
tip.name.enum_arenaruletype_free_for_all,\공통,[New!]
tip.name.enum_arenaruletype_team_death_match,\공통,[New!]
tip.name.enum_arenastate_inactive,\공통,[New!]
tip.name.enum_arenastate_playing,\공통,[New!]
tip.name.enum_attackrangetype_melee,\공통,[New!]
tip.name.enum_attackrangetype_ranged,\공통,[New!]
tip.name.enum_authtokentype_client,\공통,[New!]
tip.name.enum_authtokentype_entry,\공통,[New!]
tip.name.enum_authtokentype_game,\공통,[New!]
tip.name.enum_authtokentype_login,\공통,[New!]
tip.name.enum_auxstattarget_npc_attr,\공통,[New!]
tip.name.enum_auxstattarget_npc_grade,\공통,[New!]
tip.name.enum_auxstattarget_npc_species,\공통,[New!]
tip.name.enum_auxstattarget_skill,\공통,[New!]
tip.name.enum_auxstattype_cooldown_reduction,\공통,[New!]
tip.name.enum_auxstattype_critical_damage,\공통,[New!]
tip.name.enum_auxstattype_critical_ratio,\공통,[New!]
tip.name.enum_auxstattype_damage,\공통,피해
tip.name.enum_auxstattype_mana_reduction,\공통,[New!]
tip.name.enum_auxstattype_penetration,\공통,[New!]
tip.name.enum_basicactiontype_default_skill,\공통,[New!]
tip.name.enum_basicactiontype_item,\공통,[New!]
tip.name.enum_basicactiontype_move,\공통,[New!]
tip.name.enum_basicactiontype_skill,\공통,[New!]
tip.name.enum_broadcastmode_none,\공통,[New!]
tip.name.enum_broadcastmode_sector,\공통,[New!]
tip.name.enum_changeproppropertytype_blockable,\공통,[New!]
tip.name.enum_changeproppropertytype_disable,\공통,[New!]
tip.name.enum_changeproppropertytype_enable,\공통,[New!]
tip.name.enum_changeproppropertytype_invisible,\공통,[New!]
tip.name.enum_changeproppropertytype_unblockable,\공통,[New!]
tip.name.enum_changeproppropertytype_visible,\공통,[New!]
tip.name.enum_changetargettype_distance,\공통,[New!]
tip.name.enum_changetargettype_random,\공통,[New!]
tip.name.enum_changetowerpropertytype_disable,\공통,[New!]
tip.name.enum_changetowerpropertytype_enable,\공통,[New!]
tip.name.enum_chaosgatescale_large,\공통,[New!]
tip.name.enum_chaosgatescale_small,\공통,[New!]
tip.name.enum_chaosgatestate_clear,\공통,[New!]
tip.name.enum_chaosgatestate_complete,\공통,[New!]
tip.name.enum_chaosgatestate_destroy,\공통,[New!]
tip.name.enum_chaosgatestate_process,\공통,[New!]
tip.name.enum_chaosgatestate_ready,\공통,[New!]
tip.name.enum_chaosgatestate_sign,\공통,[New!]
tip.name.enum_chaospartymembercount_11_15,\공통,[New!]
tip.name.enum_chaospartymembercount_16_20,\공통,[New!]
tip.name.enum_chaospartymembercount_1_10,\공통,[New!]
tip.name.enum_chattype_guild,\공통,[New!]
tip.name.enum_chattype_normal,\공통,[New!]
tip.name.enum_chattype_party,\공통,[New!]
tip.name.enum_chattype_reserved06,\공통,[New!]
tip.name.enum_chattype_reserved07,\공통,[New!]
tip.name.enum_chattype_reserved08,\공통,[New!]
tip.name.enum_chattype_social_action,\공통,[New!]
tip.name.enum_chattype_system,\공통,[New!]
tip.name.enum_chattype_whisper,\공통,[New!]
tip.name.enum_chattype_yell,\공통,[New!]
tip.name.enum_chattype_zone_group,\공통,[New!]
tip.name.enum_checktargettype_follow_object,\공통,[New!]
tip.name.enum_checktargettype_primary,\공통,[New!]
tip.name.enum_checktargettype_self,\공통,[New!]
tip.name.enum_collisionresult_error,\공통,[New!]
tip.name.enum_collisionresult_exist,\공통,[New!]
tip.name.enum_collisionresult_none,\공통,[New!]
tip.name.enum_colosseummemberstate_active,\공통,[New!]
tip.name.enum_colosseummemberstate_defeated,\공통,[New!]
tip.name.enum_colosseummemberstate_idle,\공통,[New!]
tip.name.enum_colosseumresult_draw,\공통,[New!]
tip.name.enum_colosseumresult_lose,\공통,[New!]
tip.name.enum_colosseumresult_win,\공통,[New!]
tip.name.enum_colosseumruletype_elimination,\공통,대장전
tip.name.enum_colosseumruletype_team_fight,\공통,협력전
tip.name.enum_colosseumstate_active,\공통,[New!]
tip.name.enum_colosseumstate_inactive,\공통,[New!]
tip.name.enum_colosseumstate_preparing,\공통,[New!]
tip.name.enum_colosseumstate_reporting,\공통,[New!]
tip.name.enum_colosseumstate_warm_up,\공통,[New!]
tip.name.enum_colosseumstattype_average_damage,\공통,평균 피해량
tip.name.enum_colosseumstattype_average_kill,\공통,평균 킬 수
tip.name.enum_colosseumstattype_chain_victory,\공통,연전연승
tip.name.enum_colosseumstattype_double_kill_count,\공통,더블킬
tip.name.enum_colosseumstattype_first_pick_victory,\공통,1픽 승률
tip.name.enum_colosseumstattype_play_count,\공통,누적 경기 횟수
tip.name.enum_colosseumstattype_second_pick_victory,\공통,2픽 승률
tip.name.enum_colosseumstattype_third_pick_victory,\공통,3픽 승률
tip.name.enum_colosseumstattype_triple_kill_count,\공통,트리플킬
tip.name.enum_colosseumteamtype_blue,\공통,[New!]
tip.name.enum_colosseumteamtype_red,\공통,[New!]
tip.name.enum_combateffectactiontype_exec_active_effect_when_critical,\공통,[New!]
tip.name.enum_combateffectactiontype_exec_active_effect_when_damage,\공통,[New!]
tip.name.enum_combateffectactiontype_exec_reactive_effect_when_critical,\공통,[New!]
tip.name.enum_combateffectactiontype_exec_reactive_effect_when_damage,\공통,[New!]
tip.name.enum_combateffectactiontype_exec_reactive_effect_when_miss,\공통,[New!]
tip.name.enum_combateffectactiontype_modify_critical_multiplier,\공통,[New!]
tip.name.enum_combateffectactiontype_modify_critical_ratio,\공통,[New!]
tip.name.enum_combateffectactiontype_modify_damage,\공통,[New!]
tip.name.enum_combateffectactiontype_modify_penetration,\공통,[New!]
tip.name.enum_combateffectactiontype_none,\공통,[New!]
tip.name.enum_combateffectactortype_none,\공통,[New!]
tip.name.enum_combateffectactortype_self,\공통,[New!]
tip.name.enum_combateffectactortype_target,\공통,[New!]
tip.name.enum_combateffectconditiontype_abnormal_move,\공통,[New!]
tip.name.enum_combateffectconditiontype_abnormal_status,\공통,[New!]
tip.name.enum_combateffectconditiontype_current_skill,\공통,[New!]
tip.name.enum_combateffectconditiontype_hp_greater,\공통,[New!]
tip.name.enum_combateffectconditiontype_hp_less,\공통,[New!]
tip.name.enum_combateffectconditiontype_mp_greater,\공통,[New!]
tip.name.enum_combateffectconditiontype_mp_less,\공통,[New!]
tip.name.enum_combateffectconditiontype_none,\공통,[New!]
tip.name.enum_combateffectconditiontype_npc_attr,\공통,[New!]
tip.name.enum_combateffectconditiontype_npc_grade_greater,\공통,[New!]
tip.name.enum_combateffectconditiontype_npc_grade_less,\공통,[New!]
tip.name.enum_combateffectconditiontype_npc_species,\공통,[New!]
tip.name.enum_combatstatus_active,\공통,[New!]
tip.name.enum_combatstatus_inactive,\공통,[New!]
tip.name.enum_commonactioncanceltype_client,\공통,[New!]
tip.name.enum_commonactioncanceltype_forced,\공통,[New!]
tip.name.enum_commonactioncanceltype_none,\공통,[New!]
tip.name.enum_commonactionexectype_instant,\공통,[New!]
tip.name.enum_commonactionexectype_toggle,\공통,[New!]
tip.name.enum_commonactionstagetype_execute,\공통,[New!]
tip.name.enum_commonactionstagetype_finish,\공통,[New!]
tip.name.enum_commonactionstagetype_start,\공통,[New!]
tip.name.enum_commonactiontype_item_use,\공통,[New!]
tip.name.enum_commonactiontype_lifeskill_use,\공통,[New!]
tip.name.enum_commonactiontype_none,\공통,[New!]
tip.name.enum_commonactiontype_prop_drop,\공통,[New!]
tip.name.enum_commonactiontype_prop_pickup,\공통,[New!]
tip.name.enum_commonactiontype_prop_throw,\공통,[New!]
tip.name.enum_commonactiontype_prop_touch,\공통,[New!]
tip.name.enum_commonactiontype_prop_volumeactivate,\공통,[New!]
tip.name.enum_commonactiontype_socialskill_use,\공통,[New!]
tip.name.enum_commonactiontype_vehicle_enter,\공통,[New!]
tip.name.enum_commonactiontype_vehicle_leave,\공통,[New!]
tip.name.enum_commonactiontype_vehicle_unsummon,\공통,[New!]
tip.name.enum_continenttype_anihc,\공통,애니츠
tip.name.enum_continenttype_arthemis,\공통,아르테미스
tip.name.enum_continenttype_arthetine,\공통,아르테타인
tip.name.enum_continenttype_bern,\공통,베른
tip.name.enum_continenttype_ergasia,\공통,엘가시아
tip.name.enum_continenttype_faton,\공통,페이튼
tip.name.enum_continenttype_kurzan,\공통,쿠르잔
tip.name.enum_continenttype_luteran_east,\공통,루테란 동부
tip.name.enum_continenttype_luteran_port,\공통,루테란 항구
tip.name.enum_continenttype_luteran_west,\공통,루테란 서부
tip.name.enum_continenttype_na,\공통,NA
tip.name.enum_continenttype_papunika,\공통,파푸니카
tip.name.enum_continenttype_plecce,\공통,플레체
tip.name.enum_continenttype_rohendel,\공통,로헨델
tip.name.enum_continenttype_shushire,\공통,슈샤이어
tip.name.enum_continenttype_tortoyk,\공통,토토이크
tip.name.enum_continenttype_yorn,\공통,욘
tip.name.enum_corpstype_1,\공통,[New!]
tip.name.enum_corpstype_2,\공통,[New!]
tip.name.enum_corpstype_3,\공통,[New!]
tip.name.enum_corpstype_4,\공통,[New!]
tip.name.enum_corpstype_5,\공통,[New!]
tip.name.enum_corpstype_6,\공통,[New!]
tip.name.enum_creatureclass_npc,\공통,[New!]
tip.name.enum_creatureclass_pc,\공통,[New!]
tip.name.enum_damageapplymethod_count,\공통,[New!]
tip.name.enum_damageapplymethod_normal,\공통,[New!]
tip.name.enum_damageattr_dark,\공통,암
tip.name.enum_damageattr_earth,\공통,땅
tip.name.enum_damageattr_electricity,\공통,[New!]
tip.name.enum_damageattr_fire,\공통,화
tip.name.enum_damageattr_holy,\공통,성
tip.name.enum_damageattr_ice,\공통,수
tip.name.enum_damageattr_physics,\공통,[New!]
tip.name.enum_damageattr_wind,\공통,풍
tip.name.enum_damagetype_magic,\공통,마법
tip.name.enum_damagetype_physics,\공통,물리
tip.name.enum_dataprovidertype_characterinfo_shiplist,\공통,[New!]
tip.name.enum_dataprovidertype_chatmessage,\공통,[New!]
tip.name.enum_dataprovidertype_chatmessageoption,\공통,[New!]
tip.name.enum_dataprovidertype_colosseum_lobbycharacterdata,\공통,[New!]
tip.name.enum_dataprovidertype_colosseum_resultlista,\공통,[New!]
tip.name.enum_dataprovidertype_colosseum_resultlistb,\공통,[New!]
tip.name.enum_dataprovidertype_enchant_ability,\공통,[New!]
tip.name.enum_dataprovidertype_enchant_base,\공통,[New!]
tip.name.enum_dataprovidertype_enchant_crystal,\공통,[New!]
tip.name.enum_dataprovidertype_guild_info,\공통,[New!]
tip.name.enum_dataprovidertype_guild_memberauthlist,\공통,[New!]
tip.name.enum_dataprovidertype_guild_memberlist,\공통,[New!]
tip.name.enum_dataprovidertype_hotkey_hotkeylist,\공통,[New!]
tip.name.enum_dataprovidertype_hotkey_mainmenulist,\공통,[New!]
tip.name.enum_dataprovidertype_lifeinfo,\공통,[New!]
tip.name.enum_dataprovidertype_lifeprofessionlist,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_archeology,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_astrology,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_fishing,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_herbalism,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_hunting,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_lumbering,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_mining,\공통,[New!]
tip.name.enum_dataprovidertype_lifeskill_speaking,\공통,[New!]
tip.name.enum_dataprovidertype_mail_expressmaillist,\공통,[New!]
tip.name.enum_dataprovidertype_none,\공통,[New!]
tip.name.enum_dataprovidertype_npcinteraction_shiplist,\공통,[New!]
tip.name.enum_dataprovidertype_npcinteraction_shipsailorlist,\공통,[New!]
tip.name.enum_dataprovidertype_npcinteraction_stashinfo,\공통,[New!]
tip.name.enum_dataprovidertype_npcinteraction_warehouse,\공통,[New!]
tip.name.enum_dataprovidertype_npcinteraction_warehouse_account,\공통,[New!]
tip.name.enum_dataprovidertype_quest_journal_summary,\공통,[New!]
tip.name.enum_dataprovidertype_quest_mini_info,\공통,[New!]
tip.name.enum_dataprovidertype_quest_summary,\공통,[New!]
tip.name.enum_dataprovidertype_quest_tree,\공통,[New!]
tip.name.enum_dataprovidertype_refine_ability,\공통,[New!]
tip.name.enum_dataprovidertype_refine_base,\공통,[New!]
tip.name.enum_dataprovidertype_refine_tab,\공통,[New!]
tip.name.enum_dataprovidertype_socialskill,\공통,[New!]
tip.name.enum_dataprovidertype_squarehole,\공통,[New!]
tip.name.enum_deathattrtype_freeze,\공통,[New!]
tip.name.enum_deathattrtype_normal,\공통,[New!]
tip.name.enum_deathattrtype_poison,\공통,[New!]
tip.name.enum_deathattrtype_stone,\공통,[New!]
tip.name.enum_deathtype_animation,\공통,[New!]
tip.name.enum_deathtype_explosion,\공통,[New!]
tip.name.enum_deathtype_ragdoll,\공통,[New!]
tip.name.enum_devmessagetype_threat,\공통,[New!]
tip.name.enum_devshapetype_box,\공통,[New!]
tip.name.enum_devshapetype_capsule,\공통,[New!]
tip.name.enum_devshapetype_line,\공통,[New!]
tip.name.enum_devshapetype_pie,\공통,[New!]
tip.name.enum_devshapetype_sphere,\공통,[New!]
tip.name.enum_dialogactiontype_convoy,\공통,[New!]
tip.name.enum_dialogactiontype_offer_stageoption,\공통,[New!]
tip.name.enum_dialogactiontype_shop,\공통,[New!]
tip.name.enum_dialogactiontype_talk,\공통,[New!]
tip.name.enum_dropentitytype_item,\공통,[New!]
tip.name.enum_dropentitytype_money,\공통,[New!]
tip.name.enum_dropentitytype_trap,\공통,[New!]
tip.name.enum_dropobjectclass_item,\공통,[New!]
tip.name.enum_dropobjectclass_money,\공통,[New!]
tip.name.enum_equipslot_ability_stone,\공통,[New!]
tip.name.enum_equipslot_ear1,\공통,[New!]
tip.name.enum_equipslot_ear2,\공통,[New!]
tip.name.enum_equipslot_finger1,\공통,[New!]
tip.name.enum_equipslot_finger2,\공통,[New!]
tip.name.enum_equipslot_hand,\공통,[New!]
tip.name.enum_equipslot_head,\공통,[New!]
tip.name.enum_equipslot_lower_body,\공통,[New!]
tip.name.enum_equipslot_neck,\공통,[New!]
tip.name.enum_equipslot_shoulder,\공통,어깨
tip.name.enum_equipslot_special,\공통,[New!]
tip.name.enum_equipslot_upper_body,\공통,[New!]
tip.name.enum_equipslot_weapon,\공통,[New!]
tip.name.enum_expandedstattype_combat_power,\공통,[New!]
tip.name.enum_expandedstattype_max_attack_power,\공통,[New!]
tip.name.enum_expandedstattype_min_attack_power,\공통,[New!]
tip.name.enum_expandedstattype_none,\공통,[New!]
tip.name.enum_expandedstattype_stat_attack_power,\공통,[New!]
tip.name.enum_factionaffinity_friendly,\공통,[New!]
tip.name.enum_factionaffinity_hostile,\공통,[New!]
tip.name.enum_factionaffinity_neutral,\공통,[New!]
tip.name.enum_factiontype_monster,\공통,[New!]
tip.name.enum_factiontype_neutral,\공통,[New!]
tip.name.enum_factiontype_player,\공통,[New!]
tip.name.enum_factiontype_public_enemy,\공통,[New!]
tip.name.enum_factiontype_public_friend,\공통,[New!]
tip.name.enum_factiontype_pvp_blue,\공통,[New!]
tip.name.enum_factiontype_pvp_red,\공통,[New!]
tip.name.enum_gameactionexecresult_full,\공통,[New!]
tip.name.enum_gameactionexecresult_none,\공통,[New!]
tip.name.enum_gameactionexecresult_partial,\공통,[New!]
tip.name.enum_gameactionexectype_all,\공통,[New!]
tip.name.enum_gameactionexectype_for_each,\공통,[New!]
tip.name.enum_gameactionexectype_merged,\공통,[New!]
tip.name.enum_gameactiontarget_context,\공통,[New!]
tip.name.enum_gameactiontarget_pc,\공통,[New!]
tip.name.enum_gameactiontype_add_npc_wave,\공통,[New!]
tip.name.enum_gameactiontype_add_status_effect,\공통,[New!]
tip.name.enum_gameactiontype_cancel_skill,\공통,[New!]
tip.name.enum_gameactiontype_change_prop_property,\공통,[New!]
tip.name.enum_gameactiontype_change_prop_state,\공통,[New!]
tip.name.enum_gameactiontype_confirm_player_class,\공통,[New!]
tip.name.enum_gameactiontype_drop_item,\공통,[New!]
tip.name.enum_gameactiontype_dummy,\공통,[New!]
tip.name.enum_gameactiontype_emit_ai_signal,\공통,[New!]
tip.name.enum_gameactiontype_exec_skill_effect,\공통,[New!]
tip.name.enum_gameactiontype_expand_account_stash,\공통,[New!]
tip.name.enum_gameactiontype_expand_stash,\공통,[New!]
tip.name.enum_gameactiontype_give_item,\공통,[New!]
tip.name.enum_gameactiontype_give_ship,\공통,[New!]
tip.name.enum_gameactiontype_kill_npc,\공통,[New!]
tip.name.enum_gameactiontype_move_transit,\공통,[New!]
tip.name.enum_gameactiontype_npc_finish_follow,\공통,[New!]
tip.name.enum_gameactiontype_npc_start_follow,\공통,[New!]
tip.name.enum_gameactiontype_open_interface,\공통,[New!]
tip.name.enum_gameactiontype_pickup_prop,\공통,[New!]
tip.name.enum_gameactiontype_preview_player_class,\공통,[New!]
tip.name.enum_gameactiontype_remove_status_effect,\공통,[New!]
tip.name.enum_gameactiontype_rotate_transit,\공통,[New!]
tip.name.enum_gameactiontype_send_mail,\공통,[New!]
tip.name.enum_gameactiontype_set_player_class,\공통,[New!]
tip.name.enum_gameactiontype_set_quest_stage_index,\공통,[New!]
tip.name.enum_gameactiontype_set_quest_status,\공통,[New!]
tip.name.enum_gameactiontype_start_kismet,\공통,[New!]
tip.name.enum_gameactiontype_start_track_move,\공통,[New!]
tip.name.enum_gameactiontype_stop_transit,\공통,[New!]
tip.name.enum_gameactiontype_summon_npc,\공통,[New!]
tip.name.enum_gameactiontype_summon_prop,\공통,[New!]
tip.name.enum_gameactiontype_summon_trap,\공통,[New!]
tip.name.enum_gameactiontype_summon_vehicle,\공통,[New!]
tip.name.enum_gameactiontype_take_item,\공통,[New!]
tip.name.enum_gameactiontype_teleport,\공통,[New!]
tip.name.enum_gameactiontype_unsummon_npc,\공통,[New!]
tip.name.enum_gameactiontype_unsummon_prop,\공통,[New!]
tip.name.enum_gameactiontype_unsummon_trap,\공통,[New!]
tip.name.enum_gameactiontype_warp_to_portal,\공통,[New!]
tip.name.enum_gameactiontype_warp_to_position,\공통,[New!]
tip.name.enum_gameconditionevaltype_and,\공통,[New!]
tip.name.enum_gameconditionevaltype_or,\공통,[New!]
tip.name.enum_gameconditiontarget_context,\공통,[New!]
tip.name.enum_gameconditiontarget_pc,\공통,[New!]
tip.name.enum_gameconditiontype_hp_greater,\공통,[New!]
tip.name.enum_gameconditiontype_hp_less,\공통,[New!]
tip.name.enum_gameconditiontype_in_party,\공통,[New!]
tip.name.enum_gameconditiontype_in_volume,\공통,[New!]
tip.name.enum_gameconditiontype_in_zone,\공통,[New!]
tip.name.enum_gameconditiontype_item_count_greater,\공통,[New!]
tip.name.enum_gameconditiontype_item_count_less,\공통,[New!]
tip.name.enum_gameconditiontype_npc_id,\공통,[New!]
tip.name.enum_gameconditiontype_npc_summonable,\공통,[New!]
tip.name.enum_gameconditiontype_pickup_prop,\공통,[New!]
tip.name.enum_gameconditiontype_player_class,\공통,[New!]
tip.name.enum_gameconditiontype_player_class_preview,\공통,[New!]
tip.name.enum_gameconditiontype_player_division,\공통,[New!]
tip.name.enum_gameconditiontype_player_level_greater,\공통,[New!]
tip.name.enum_gameconditiontype_player_level_less,\공통,[New!]
tip.name.enum_gameconditiontype_quest_stage_index,\공통,[New!]
tip.name.enum_gameconditiontype_quest_status,\공통,[New!]
tip.name.enum_gameconditiontype_riding_vehicle,\공통,[New!]
tip.name.enum_gameconditiontype_ship_owner,\공통,[New!]
tip.name.enum_gameconditiontype_status_effect_off,\공통,[New!]
tip.name.enum_gameconditiontype_status_effect_on,\공통,[New!]
tip.name.enum_gameconditiontype_trap_summonable,\공통,[New!]
tip.name.enum_gametextcategory_cinematic,\공통,[New!]
tip.name.enum_gametextcategory_combat,\공통,[New!]
tip.name.enum_gametextcategory_empty10,\공통,[New!]
tip.name.enum_gametextcategory_empty11,\공통,[New!]
tip.name.enum_gametextcategory_empty9,\공통,[New!]
tip.name.enum_gametextcategory_function,\공통,[New!]
tip.name.enum_gametextcategory_gui,\공통,[New!]
tip.name.enum_gametextcategory_mod,\공통,[New!]
tip.name.enum_gametextcategory_quest,\공통,[New!]
tip.name.enum_gametextcategory_system,\공통,[New!]
tip.name.enum_gametextcategory_talkandevent,\공통,[New!]
tip.name.enum_gametextcategory_tipsdesc,\공통,[New!]
tip.name.enum_gametextcategory_tipsname,\공통,[New!]
tip.name.enum_guilddisbandstatus_by_gm,\공통,[New!]
tip.name.enum_guilddisbandstatus_by_user,\공통,[New!]
tip.name.enum_guilddisbandstatus_cancel,\공통,[New!]
tip.name.enum_guilddisbandstatus_none,\공통,[New!]
tip.name.enum_guildmembergrade_deputy,\공통,사무관
tip.name.enum_guildmembergrade_elite,\공통,정예 길드원
tip.name.enum_guildmembergrade_master,\공통,길드장
tip.name.enum_guildmembergrade_newbie,\공통,신입 길드원
tip.name.enum_guildmembergrade_normal,\공통,일반 길드원
tip.name.enum_guildmembergrade_vice_master,\공통,부길드장
tip.name.enum_guildmemberlistsorttype_grade_asc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_grade_desc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_location_asc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_location_desc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_none,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playerclass_asc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playerclass_desc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playerlevel_asc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playerlevel_desc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playername_asc,\공통,[New!]
tip.name.enum_guildmemberlistsorttype_playername_desc,\공통,[New!]
tip.name.enum_guildmodifycode_delete,\공통,[New!]
tip.name.enum_guildmodifycode_insert,\공통,[New!]
tip.name.enum_guildmodifycode_none,\공통,[New!]
tip.name.enum_guildmodifycode_update,\공통,[New!]
tip.name.enum_guildoperationtype_enter_house,\공통,[New!]
tip.name.enum_guildoperationtype_invite,\공통,[New!]
tip.name.enum_guildoperationtype_kick,\공통,[New!]
tip.name.enum_guildoperationtype_manage,\공통,[New!]
tip.name.enum_guildoperationtype_promote,\공통,[New!]
tip.name.enum_guildoperationtype_use_skill,\공통,[New!]
tip.name.enum_guildoperationtype_use_stash,\공통,[New!]
tip.name.enum_guildstashactiontype_deposit_item,\공통,[New!]
tip.name.enum_guildstashactiontype_deposit_money,\공통,[New!]
tip.name.enum_guildstashactiontype_withdraw_item,\공통,[New!]
tip.name.enum_guildstashactiontype_withdraw_money,\공통,[New!]
tip.name.enum_guildstashhistoryaction_all,\공통,[New!]
tip.name.enum_guildstashhistoryaction_deposit,\공통,[New!]
tip.name.enum_guildstashhistoryaction_withdraw,\공통,[New!]
tip.name.enum_guildstashhistoryperiod_day,\공통,[New!]
tip.name.enum_guildstashhistoryperiod_month,\공통,[New!]
tip.name.enum_guildstashhistoryperiod_week,\공통,[New!]
tip.name.enum_guildstashhistorytarget_all,\공통,[New!]
tip.name.enum_guildstashhistorytarget_item,\공통,[New!]
tip.name.enum_guildstashhistorytarget_money,\공통,[New!]
tip.name.enum_heightmode_adjust,\공통,[New!]
tip.name.enum_heightmode_none,\공통,[New!]
tip.name.enum_helpreactiontype_action,\공통,[New!]
tip.name.enum_helpreactiontype_none,\공통,[New!]
tip.name.enum_helptargettype_all,\공통,[New!]
tip.name.enum_helptargettype_none,\공통,[New!]
tip.name.enum_helptargettype_tribe,\공통,[New!]
tip.name.enum_hitflag_critical,\공통,[New!]
tip.name.enum_hitflag_invincible,\공통,[New!]
tip.name.enum_hitflag_miss,\공통,[New!]
tip.name.enum_hitflag_normal,\공통,[New!]
tip.name.enum_identitygauge_arcana_deck_point,\공통,덱 포인트
tip.name.enum_identitygauge_arcana_x_card_skill,\공통,[New!]
tip.name.enum_identitygauge_arcana_z_card_skill,\공통,[New!]
tip.name.enum_identitygauge_battle_master_bubble,\공통,버블
tip.name.enum_identitygauge_battle_master_point,\공통,엘리멘탈
tip.name.enum_identitygauge_berserker_adrenaline,\공통,아드레날린
tip.name.enum_identitygauge_destroyer_gravity_core,\공통,[New!]
tip.name.enum_identitygauge_destroyer_gravity_point,\공통,[New!]
tip.name.enum_identitygauge_infighter_shock,\공통,충격
tip.name.enum_identitygauge_infighter_vigor,\공통,기력
tip.name.enum_identitygauge_summoner_ancient_core,\공통,고대의 기운
tip.name.enum_identitygauge_warlord_bubble,\공통,탄환
tip.name.enum_identitygauge_warlord_level,\공통,포격 게이지
tip.name.enum_identityproctype_arcana_deck_point,\공통,[New!]
tip.name.enum_identityproctype_arcana_lastskill_cooldown,\공통,[New!]
