PrimaryKey,SecondaryKey,Name,Comment,NameTag,Type,TouchType,VolumeType,PickupType,ContentType,ZoneObject,ActorClass,Level,Desc,Model,Scale,Debris,BlockProjectile,HitType,HitAmount,HitStep1,HitStep2,HitStep3,TouchAmount,TouchRegenTime,RestoreDelay,TouchOnTime,TouchOffTime,TouchRotationDestDegree,TouchRotationAngularSpeed,TouchRotationAutoRevert,JointHP,JointDamage,InteractionRange,PickupDuration,PickupDropLifetime,PickupUseConditionId,PickupUseActionId,PickupUseTargetType,PickupUseTargetId,PickupUseTargetRange,PickupMoveMotion,PickupMoveSpeed,PickupDropCommonActionIndex,PickupThrowCommonActionIndex,PickupThrowProjectileId,PickupThrowProjectileBound,PickupHitCount,CommonActionIndex,CommonActionTime,CommonActionDesc,Blocking,ClickIcon,ConditionId,ExecuteActionId,ExecuteActionCount,StateOnActionId,StateOffActionId,UsageActionId,SpawnActionId,AssembleOnTrasit,AssembleGoOffString,AssembleOffString,QuestId,DefaultAction,SkillId0,SkillCount0,SkillId1,SkillCount1,SkillId2,SkillCount2,GaugeRechargable,GaugeStart,GaugeMax,CommonActionId0,CommonActionCount0,CommonActionId1,CommonActionCount1,CommonActionId2,CommonActionCount2,MapIcon,MapPriority,InteractionKeyIcon,InteractionKeyString,ProfessionType,LifeMethodGrade,LifeCastingTier1,LifeCastingTier2,LifeCastingTier3,LifeCastingTier4,LifeCastingTier5,LifeCastingTier6,LifeExp,LifeDurability_Success,LifeDurability_Fail,SuccessRate_F,SuccessRate_D,SuccessRate_C,SuccessRate_B,SuccessRate_A,SuccessRate_S,LifeItemDropType,LifeItemDropIndex,LifeItemDropIndex_Fail,MiningBombRange,MiningBombMaxTargetCount,LifeExtraConditionIdOnSuccess,LifeExtraActionIdOnSuccess,LifeExtraActionOnSuccessRatio,LifeExtraConditionIdOnFail,LifeExtraActionIdOnFail,BareHandRatio,SquareHoleContinent,SquareHoleMapIndex,SquareHoleLevel,SquareHoleUseLevel,SquareHoleCostMoneyBase,SquareHoleCostItemIndex,SquareHole_UI_Xlocation,SquareHole_UI_Ylocation,SpawnActionTime,DespawnActionTime,SpawnAnnounceMsg,CommonActionDesc_Variation
20215,,tip.name.prop_20215,쓰레기더미,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00107.ITR_00107,100,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,250,0,0,0,0,0,0,0,2,0,,,,100,0,50007,2000,tip.name.actioncasting_test,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20216,,tip.name.prop_20216,두레박,,3,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00052.ITR_00052,100,0,0,1,0,0,0,0,1,,0,0,0,,,,1,1,50,0,5000,0,0,0,0,0,2,125,,,,100,0,50022,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,1,90020,0,0,0,0,0,0,0,0,0,0,0,0,50024,0,,0,hand,tip.name.interactionkey_lifting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20217,,tip.name.prop_20217,퀘스트 205005 레온하트로 이동,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20218,,tip.name.prop_20218,마을 게시판 광장,,1,4,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00045.ITR_00045,100,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1500,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,202108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20219,,tip.name.prop_20219,레온하트 공용 볼륨,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20220,,tip.name.prop_20220,마을 게시판 성당,,1,4,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00045.ITR_00045,100,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,202109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20221,,tip.name.prop_20221,퀘스트 202007 레온하트 모드 이동,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20222,,tip.name.prop_20222,오염된 레온하트 질병,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00293.ITR_00293,100,0,0,1,0,0,0,0,1,,2000,1000,1000,,,,1,1,250,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20223,,tip.name.prop_20223,퀘스트 202111 보리밭 주변,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20224,,tip.name.prop_20224,닭이 지키던 계란,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00056.ITR_00056,150,0,0,1,0,0,0,0,1,,1000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50022,1000,tip.name.actioncasting_test,1,0,20210,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20225,,tip.name.prop_20225,퀘스트 202102 어서오세요. 레온하트에,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,20227,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20226,,tip.name.prop_20226,성당인스에서 레온하트로 이동 포탈,,0,0,3,0,0,0,0,1,레온하트 성당,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,20226,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_portal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20227,,tip.name.prop_20227,빈 화단,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00354.ITR_00354,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,180,0,0,0,0,0,0,0,2,0,,,,100,0,50007,4000,tip.name.actioncasting_prop_20227,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hand,tip.name.interactionkey_decorate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20228,,tip.name.prop_20228,꽃이 가득한 화단,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00015.ITR_00015,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,2,0,,,,100,0,,,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20229,,tip.name.prop_20229,정체불명의 발자국,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00046.ITR_00046,100,0,0,1,0,0,0,0,1,,2000,1000,1000,,,,1,1,250,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20230,,tip.name.prop_20230,202007 레온하트 성당 내부 입구 볼륨,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20231,,tip.name.prop_20231,잡초,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00130.ITR_00130,50,0,0,1,0,0,0,0,1,,2000,1000,1000,,,,1,1,60,0,0,0,0,0,0,0,2,0,,,,100,0,50012,1500,tip.name.actioncasting_prop_20231,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gather,tip.name.interactionkey_pull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20232,,tip.name.prop_20232,잘려나간 보리,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00352.ITR_00352,100,0,0,1,0,0,0,0,1,,2000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1500,tip.name.actioncasting_test,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20233,,tip.name.prop_20233,완성된 석판,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00341.ITR_00341,70,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,110,0,0,0,0,0,0,0,2,0,,,,100,0,50007,3000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20234,,tip.name.prop_20234,부서진 석판,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00340.ITR_00340,70,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,110,0,0,0,0,0,0,0,2,0,,,,100,0,50007,3000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20235,,tip.name.prop_20235,석판 조각,,3,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00342.ITR_00342,70,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,50,0,5000,0,0,0,0,0,2,125,,,,100,0,50022,3000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,1,90020,0,0,0,0,0,0,0,0,0,0,0,0,50024,0,,0,hand,tip.name.interactionkey_lifting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20236,,tip.name.prop_20236,수상한 흙더미,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00298.ITR_00298,70,0,0,1,0,0,0,0,0,,5000,1000,1000,,,,1,1,120,0,0,0,0,0,0,0,2,0,,,,100,0,50012,4000,tip.name.actioncasting_prop_20236,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,shovel,tip.name.interactionkey_digging_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20237,,tip.name.prop_20237,허름한 탁자,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_00161.ITR_00161,100,0,0,1,0,0,0,0,0,,3000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50007,2000,tip.name.actioncasting_prop_20237,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hand,tip.name.interactionkey_scoping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20238,,tip.name.prop_20238,쌓여있는 짐더미,,2,0,0,0,0,0,0,1,습격받은 레온하트,EFDLProp_ITR_00014.ITR_00014,120,0,0,1,3,2,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20239,,tip.name.prop_20239,불타는 바리게이트,,2,0,0,0,0,0,0,1,습격받은 레온하트,EFDLProp_ITR_00323.ITR_00323,100,0,0,1,2,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20240,,tip.name.prop_20240,불타는 잔해더미,,2,0,0,0,0,0,0,1,습격받은 레온하트,EFDLProp_ITR_00332.ITR_00332,100,0,0,1,2,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20241,,tip.name.prop_20241,퀘스트 202003 석판 설명 연출보기,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,20228,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20242,,tip.name.prop_20242,퀘스트 202007 마을 사람 구출,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,20229,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20243,,tip.name.prop_20243,퀘스트 202007 거인병 제거,,0,0,0,0,0,0,0,1,레온하트,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,20230,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20244,,tip.name.prop_20244,쌓여있는 짐더미 클릭 ,,1,0,0,0,0,0,0,1,습격받은 레온하트,EFDLProp_ITR_00047.ITR_00047,100,0,1,1,0,0,0,0,1,,1000000,1000,500,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20245,,tip.name.prop_20245,불타는 상자더미,,1,0,0,0,0,0,0,1,습격받은 레온하트,EFDLProp_ITR_00009.ITR_00009,100,0,1,1,0,0,0,0,1,,1000000,1000,500,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20246,,tip.name.prop_20246,닭장,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_20002.ITR_20002,100,0,0,1,0,0,0,0,0,,5000,1000,1000,,,,1,1,70,0,0,0,0,0,0,0,2,0,,,,100,0,50007,5000,tip.name.actioncasting_prop_20246,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hand,tip.name.interactionkey_scoping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20247,,tip.name.prop_20247,볓짚 더미,,1,0,0,0,0,0,0,1,레온하트,EFDLProp_ITR_20002.ITR_20002,100,0,0,1,0,0,0,0,0,,5000,1000,1000,,,,1,1,70,0,0,0,0,0,0,0,2,0,,,,100,0,50012,5000,tip.name.actioncasting_prop_20247,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hand,tip.name.interactionkey_scoping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20301,,tip.name.prop_20301,레온하트 모드 타운디펜스_결계 볼륨,,0,0,2,0,0,0,1,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20302,,tip.name.prop_20302,쌓아 놓은 짐더미,,1,0,0,0,0,0,0,1,레온하트 모드,EFDLProp_ITR_00047.ITR_00047,100,60000,1,1,0,0,0,0,1,,60000,1000,3000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20303,,tip.name.prop_20303,쌓아 놓은 짐더미 볼륨,,0,0,0,0,0,0,1,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp02,101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20304,,tip.name.prop_20304,생명의 분수,,1,0,0,0,0,0,0,1,레온하트 모드,EFDLProp_ITR_00126.ITR_00126,100,0,1,1,0,0,0,0,0,,5000,1000,1000,,,,1,1,450,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,1,0,0,0,0,0,20304,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp02,101,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20305,,tip.name.prop_20305,순간이동 포인트 위,,1,0,0,0,0,0,0,1,레온하트 모드,EFDLProp_ITR_00170.ITR_00170,100,0,0,1,0,0,0,0,3,30000,5000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp02,101,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20306,,tip.name.prop_20306,마법의 천막,,0,0,4,0,0,0,0,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,,,,,0,,,2,250,,,,100,0,,,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20307,,tip.name.prop_20307,순간이동 포인트 아래,,1,0,0,0,0,0,0,1,레온하트 모드,EFDLProp_ITR_00170.ITR_00170,100,0,0,1,0,0,0,0,3,30000,5000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,1000,tip.name.actioncasting_test,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp02,101,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20308,,tip.name.prop_20308,플레이어 이동 방지 볼륨,,0,0,0,0,0,0,0,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20309,,tip.name.prop_20309,레온하트 모드 공용 볼륨,,0,0,0,0,0,0,0,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp01,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20310,,tip.name.prop_20310,레온하트 모드 심볼 표시용 볼륨 1,,0,0,0,0,0,0,0,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp01,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20311,,tip.name.prop_20311,레온하트 모드 심볼 표시용 볼륨 2,,0,0,0,0,0,0,0,1,레온하트 모드,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_temp02,101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20321,,tip.name.prop_20321,[일반]몬스터 거점 1,1,2,0,0,0,0,0,0,30,파괴형,EFDLProp_ITR_00241.ITR_00241,100,0,0,1,18,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,2010002,0,2010001,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_chaos,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sys.mod.town_defense_monster_spot,
