PrimaryKey,SecondaryKey,TitleName,TitleNameComment,Name,Comment,Desc,Comment1,NameTag,BalloonNameHide,Icon,Level,Model,ModelSize,Grade,Type,Type1,BeKilledShare,Size,Weight,Parts,DieType,DieAni,DiePhysics,DieGibs,InvokeTrigger,Exp,MoneyPercent,MoneyValue,DropIndex1,DropIndex2,DropIndex3,InteractionRange,PathfindingType,MoveCollison,BlockPCRootMotionSkillPenetrate,ImmuneIndex,Ticketdistance,Detourrange,ShowDamageHighlight,BehitTwistYawMin,BehitTwistYawMax,BehitTwistPitchMin,BehitTwistPitchMax,BehitTwistRollMin,BehitTwistRollMax,MinimumDistance,StatType,AttackPower,Hp,Hp_Count,Mp,CombatHpRecovery,TargetUI,TargetUI_Design,LifeVessel,WalkSpeed,MoveSpeed,Attribute,Coefficient,Hitratio,Crtratio,Dodge,Def,Res,Crtblock,AiIndex,AggroType,AggroTickMin,AggroTickMax,AttackType,MoveRange,WarRange,PursuitRange,SpTime,SpInvincibleDuration,DieSkillIndex,DieSkillPercent,BorderLine,DestroySkillIndex,DestroySkillPercent,SpBuffIndex1,SpBuffIndex2,SpBuffIndex3,SightType,SightAngle1,SightRange1,SightAngle2,SightRange2,WatchAngle,Tribe,HelpType,HelpRange,HelpValue,WarlikeValue,AttackCooltimeMin,AttackCooltimeMax,FirstSkill1,FirstSkill2,FirstSkill1Per,FirstSkill2Per,SecondSkill1,SecondSkill2,SecondSkill3,SecondSkill4,SecondSkill1Per,SecondSkill2Per,SecondSkill3Per,SecondSkill4Per,ModPoint01,ModSignet01Min,ModSignet01Max,BehitDistRate,BehitHeightRate,BehitTimeRate,DieRagDollValueRateStart,DieRagDollValueRateChange,DieRagDollValueRateDest,Function,FunctionType,FunctionName,Relation,SubFactionId,Attack,SummonDuration,UnsummonType,MapIcon,MapPriority,InteractionKeyIcon,InteractionKeyString,ClickActionId,ClickActionTime,CommonActionDesc,AttackTargetDistance,SummonType,SummonSpawnAction,SummonAiType,SummonLifetime,SummonGroup,SummonCount,ExclusionGroup,ExclusionRange,SummonAmount,SummonFollowRange,SummonApproachRange,AttackSightRange1,SummonReturnRange,ParticleSoundPackage,SyncTarget,StiffenPointMax,StiffenPointDecrease,ParalyzationPointMin,ParalyzationPointMax,ParalyzationPointDecrease,ParalyzationPercent
100140,,,,tip.name.npc_monster_100140,시체거미,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LHCS_00.MN_LHCS_00,100,2,0,2,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,105,95,1,100,0,0,,0,75,150,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,150,2200,2000,60,2500,100149,100,0,,,,,,1,360,800,0,0,0,100000,1,400,1,1,1000,2000,100140,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100150,,,,tip.name.npc_monster_100150,알도둑 박쥐,,베이스 몬스터,1,0,0,10,EFDLChar_MN_UVEB_00.MN_UVEB_00,100,2,0,8,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,112,1,100,0,0,,0,150,150,0,100,100,100,100,110,90,100,7000,0,1000,1000,1,300,2200,1400,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,100150,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100160,,,,tip.name.npc_monster_100160,불완전변이체,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LHUM_00.MN_LHUM_00,100,2,0,4,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,120,90,1,100,0,0,,0,65,120,0,100,100,100,100,90,90,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,100000,0,0,1,1,1000,2000,120030,120031,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100170,,,,tip.name.npc_monster_100170,뒤엉킨 변이체,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LHCM_00.MN_LHCM_00,100,2,0,4,0,3,0,0,7,50,30,20,1,100,6,100,0,0,0,0,2,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,120,90,1,100,0,0,,0,75,120,0,100,100,100,100,90,90,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,100000,0,0,1,1,1000,2000,120040,120041,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100180,,,,tip.name.npc_monster_100180,황혼 불꽃 정령,,베이스 몬스터,1,0,0,10,EFDLChar_MN_UVDS_00.MN_UVDS_00,100,2,0,0,0,2,0,0,1,100,0,0,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110060,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100190,,,,tip.name.npc_monster_100190,듀돈,,베이스 몬스터,1,0,0,10,EFDLChar_MN_UVDD_00.MN_UVDD_00,100,1,0,0,0,2,0,0,7,50,30,20,1,100,2,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,350,0,100,100,100,100,100,100,100,7000,0,1000,1000,4,0,2200,2000,60,1000,0,0,0,,,,,,1,360,100,0,0,0,100000,0,0,0,0,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100210,,,,tip.name.npc_monster_100210,뿌리 정령,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVRS_00.MN_LVRS_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110180,110181,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100220,,,,tip.name.npc_monster_100220,먹구름정령,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVDS_00.MN_LVDS_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110110,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100230,,,,tip.name.npc_monster_100230,붉은안개정령,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CVBS_00.MN_CVBS_00,100,2,0,0,0,2,0,0,1,100,0,0,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120240,120241,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100250,,,,tip.name.npc_monster_100250,악마개,,베이스 몬스터,1,0,0,10,EFDLChar_MN_PADD_00.MN_PADD_00,100,2,0,0,0,3,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,300,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110021,110020,70,30,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100260,,,,tip.name.npc_monster_100260,오염된송충이,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVPC_00.MN_LVPC_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,25,100,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,100260,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100270,,,,tip.name.npc_monster_100270,오염된 벌침나방,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVPM_00.MN_LVPM_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120250,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100280,,,,tip.name.npc_monster_100280,진화한 악마개,,베이스 몬스터,1,0,0,10,EFDLChar_MN_PAED_00.MN_PAED_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,75,280,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110182,110183,60,40,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100290,,,,tip.name.npc_monster_100290,에라스모,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVES_00.MN_LVES_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100300,,,,tip.name.npc_monster_100300,마군단 폭파병,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGDP_00.MN_LGDP_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,80,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120150,120151,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100310,,,,tip.name.npc_monster_100310,독안개 도굴단원,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGFR_00.MN_LGFR_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,70,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120140,120141,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100320,,,,tip.name.npc_monster_100320,블랙풋,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LPBF_00.MN_LPBF_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,80,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,0,0,0,0,170000,170001,170002,0,34,33,33,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100330,,,,tip.name.npc_monster_100330,저주받은 수호병,,베이스 몬스터,1,0,0,10,EFDLChar_MN_PACS_00.MN_PACS_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110190,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100340,,,,tip.name.npc_monster_100340,독화살도굴단원,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGAR_00.MN_LGAR_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,60,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120130,120131,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100350,,,,tip.name.npc_monster_100350,붉은 부리 백새,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LVBS_00.MN_LVBS_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,75,300,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110130,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100360,,,,tip.name.npc_monster_100360,메로크 주술사,,베이스 몬스터,1,0,0,10,EFDLChar_MN_PAMR_00.MN_PAMR_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,60,300,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,110030,110031,60,40,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100370,,,,tip.name.npc_monster_100370,화이트펜,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CVWP_00.MN_CVWP_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,80,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120200,120201,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100380,,,,tip.name.npc_monster_100380,바위조각골램,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CVRG_00.MN_CVRG_00,100,2,0,0,0,2,0,0,4,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,130060,130061,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100390,,,,tip.name.npc_monster_100390,마군단거인병,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGDG_00.MN_LGDG_00,100,3,0,0,0,2,0,0,7,50,30,20,1,100,100,100,0,0,0,0,1,0,1,1003,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,2,,0,125,350,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,0,0,0,0,120160,120161,120162,120163,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100400,,,,tip.name.npc_monster_100400,병사의망령,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CVSS_00.MN_CVSS_00,100,2,0,0,0,2,0,0,1,100,0,0,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,90,180,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,103341,130040,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100410,,,,tip.name.npc_monster_100410,톱니 쥐,,베이스 몬스터,1,0,0,10,EFDLChar_MN_RASM_00.MN_RASM_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,63,217,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,130000,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100420,,,,tip.name.npc_monster_100420,밀짚투사,,베이스 몬스터,1,0,0,10,EFDLChar_MN_RAHF_00.MN_RAHF_00,100,2,0,0,0,3,0,0,6,0,50,50,1,100,6,100,0,0,0,0,0,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,90,300,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,450,0,0,0,100000,0,0,1,1,1000,2000,130010,130011,70,30,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100430,,,,tip.name.npc_monster_100430,오크 전사,,베이스 몬스터,1,0,0,10,EFDLChar_MN_RAOW_00.MN_RAOW_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,130,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,130020,130021,70,30,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100440,,,,tip.name.npc_monster_100440,루푸스,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGLP_00.MN_LGLP_00,100,2,0,0,0,2,0,1,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,187,210,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120110,120111,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100450,,,,tip.name.npc_monster_100450,크로클로우,,베이스 몬스터,1,0,0,10,EFDLChar_MN_LGCL_00.MN_LGCL_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,75,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,120100,120101,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100460,,,,tip.name.npc_monster_100460,엘씨드,,베이스 몬스터,1,0,0,10,EFDLChar_SK_MSM_SF_00.SK_MSM_SF_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,100460,100461,50,50,100462,100463,100464,100465,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100470,,,,tip.name.npc_monster_100470,파우루,,베이스 몬스터,1,0,0,10,EFDLChar_SK_MSM_PAU_00.SK_MSM_PAU_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,100470,100471,50,50,100472,100473,100474,100475,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100480,,,,tip.name.npc_monster_100480,이끼 늑대,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CVMW_00.MN_CVMW_00,100,2,0,0,0,2,0,0,7,0,0,100,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,50,300,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,170380,170381,70,30,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100490,,,,tip.name.npc_monster_100490,마나 감지기,,베이스 몬스터,1,0,0,10,EFDLChar_MN_ELMS_00.MN_ELMS_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,140010,140011,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100500,,,,tip.name.npc_monster_100500,강철 도베르만,,베이스 몬스터,1,0,0,10,EFDLChar_MN_ELID_00.MN_ELID_00,100,2,0,0,0,2,0,0,7,0,0,100,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,60,150,0,100,100,100,100,100,100,100,7010,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,140000,140001,50,50,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100510,,,,tip.name.npc_monster_100510,고로아,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CMDGR_00.MN_CMDGR_00,100,2,0,0,0,2,0,0,7,0,0,100,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,60,250,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,100510,100511,50,50,100512,100513,100514,100515,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
100520,,,,tip.name.npc_monster_100520,설치몬스터,,베이스 몬스터,1,0,0,10,EFDLChar_MN_CMDCG_00.MN_CMDCG_00,100,2,0,0,0,2,0,0,7,50,30,20,1,100,6,100,0,0,0,0,1,0,0,0,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,1,100,0,0,,0,150,170,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,2000,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,1,400,1,1,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
